     0.455000      1.69260  5.41185e-05
     0.480000      1.69260  4.71006e-05
     0.505000      1.69260  4.19262e-05
     0.530000      1.69260  3.74770e-05
     0.555000      1.69260  3.45227e-05
     0.580000      1.69260  3.38880e-05
     0.605000      1.69260  3.43418e-05
     0.630000      1.69260  3.55817e-05
     0.655000      1.69260  3.54211e-05
     0.680000      1.69260  3.62389e-05
     0.705000      1.69260  3.83435e-05
     0.730000      1.69260  4.19113e-05
     0.755000      1.69260  4.69379e-05
     0.780000      1.69260  5.38674e-05
     0.805000      1.69260  6.24237e-05
     0.830000      1.69260  7.18537e-05
     0.855000      1.69260  8.15037e-05
     0.880000      1.69260  9.08046e-05
     0.905000      1.69260  0.000100528
     0.930000      1.69260  0.000112637
     0.955000      1.69260  0.000128311
     0.980000      1.69260  0.000147174
      1.00500      1.69260  0.000167307
      1.03000      1.69260  0.000184458
      1.05500      1.69260  0.000194250
      1.08000      1.69260  0.000194742
      1.10500      1.69260  0.000186870
      1.13000      1.69260  0.000176452
      1.15500      1.69260  0.000167908
      1.18000      1.69260  0.000162275
      1.20500      1.69260  0.000159324
      1.23000      1.69260  0.000156961
      1.25500      1.69260  0.000154225
      1.28000      1.69260  0.000150366
      1.30500      1.69260  0.000144476
      1.33000      1.69260  0.000137286
      1.35500      1.69260  0.000130302
      1.38000      1.69260  0.000121990
      1.40500      1.69260  0.000112584
      1.43000      1.69260  0.000103151
      1.45500      1.69260  9.48235e-05
      1.48000      1.69260  8.72914e-05
      1.50500      1.69260  8.07508e-05
      1.53000      1.69260  7.53339e-05
      1.55500      1.69260  7.10451e-05
      1.58000      1.69260  6.75524e-05
      1.60500      1.69260  6.51033e-05
      1.63000      1.69260  6.34374e-05
      1.65500      1.69260  6.22613e-05
      1.68000      1.69260  6.14911e-05
      1.70500      1.69260  6.11377e-05
      1.73000      1.69260  6.13200e-05
      1.75500      1.69260  6.18164e-05
      1.78000      1.69260  6.25554e-05
      1.80500      1.69260  6.31423e-05
      1.83000      1.69260  6.36458e-05
      1.85500      1.69260  6.44982e-05
      1.88000      1.69260  6.53378e-05
      1.90500      1.69260  6.74445e-05
