     0.455000      1.70000  0.00001
     0.480000      1.70000  0.00001
     0.505000      1.70000  0.00001
     0.530000      1.70000  0.00001
     0.555000      1.70000  0.00001
     0.580000      1.70000  0.00001
     0.605000      1.70000  0.00001
     0.630000      1.70000  0.00001
     0.655000      1.70000  0.00001
     0.680000      1.70000  0.00001
     0.705000      1.70000  0.00001
     0.730000      1.70000  0.00001
     0.755000      1.70000  0.00001
     0.780000      1.70000  0.00001
     0.805000      1.70000  0.00001
     0.830000      1.70000  0.00001
     0.855000      1.70000  0.00001
     0.880000      1.70000  0.00001
     0.905000      1.70000  0.00001
     0.930000      1.70000  0.00001
     0.955000      1.70000  0.00001
     0.980000      1.70000  0.00001
      1.00500      1.70000  0.00001
      1.03000      1.70000  0.00001
      1.05500      1.70000  0.00001
      1.08000      1.70000  0.00001
      1.10500      1.70000  0.00001
      1.13000      1.70000  0.00001
      1.15500      1.70000  0.00001
      1.18000      1.70000  0.00001
      1.20500      1.70000  0.00001
      1.23000      1.70000  0.00001
      1.25500      1.70000  0.00001
      1.28000      1.70000  0.00001
      1.30500      1.70000  0.00001
      1.33000      1.70000  0.00001
      1.35500      1.70000  0.00001
      1.38000      1.70000  0.00001
      1.40500      1.70000  0.00001
      1.43000      1.70000  0.00001
      1.45500      1.70000  0.00001
      1.48000      1.70000  0.00001
      1.50500      1.70000  0.00001
      1.53000      1.70000  0.00001
      1.55500      1.70000  0.00001
      1.58000      1.70000  0.00001
      1.60500      1.70000  0.00001
      1.63000      1.70000  0.00001
      1.65500      1.70000  0.00001
      1.68000      1.70000  0.00001
      1.70500      1.70000  0.00001
      1.73000      1.70000  0.00001
      1.75500      1.70000  0.00001
      1.78000      1.70000  0.00001
      1.80500      1.70000  0.00001
      1.83000      1.70000  0.00001
      1.85500      1.70000  0.00001
      1.88000      1.70000  0.00001
      1.90500      1.70000  0.00001
