     0.455000      1.70000   0.00106737
     0.480000      1.70000   0.00109208
     0.505000      1.70000   0.00108985
     0.530000      1.70000   0.00105300
     0.555000      1.70000   0.00104564
     0.580000      1.70000   0.00105187
     0.605000      1.70000   0.00101511
     0.630000      1.70000  0.000931387
     0.655000      1.70000  0.000918845
     0.680000      1.70000  0.000929061
     0.705000      1.70000  0.000938573
     0.730000      1.70000  0.000931966
     0.755000      1.70000  0.000917660
     0.780000      1.70000  0.000899541
     0.805000      1.70000  0.000871324
     0.830000      1.70000  0.000842476
     0.855000      1.70000  0.000809053
     0.880000      1.70000  0.000781380
     0.905000      1.70000  0.000755390
     0.930000      1.70000  0.000724535
     0.955000      1.70000  0.000686274
     0.980000      1.70000  0.000634491
      1.00500      1.70000  0.000588130
      1.03000      1.70000  0.000541100
      1.05500      1.70000  0.000506678
      1.08000      1.70000  0.000479539
      1.10500      1.70000  0.000464483
      1.13000      1.70000  0.000455485
      1.15500      1.70000  0.000452106
      1.18000      1.70000  0.000450103
      1.20500      1.70000  0.000449949
      1.23000      1.70000  0.000446622
      1.25500      1.70000  0.000440463
      1.28000      1.70000  0.000432576
      1.30500      1.70000  0.000418189
      1.33000      1.70000  0.000402421
      1.35500      1.70000  0.000387593
      1.38000      1.70000  0.000373630
      1.40500      1.70000  0.000368469
      1.43000      1.70000  0.000368898
      1.45500      1.70000  0.000383474
      1.48000      1.70000  0.000415735
      1.50500      1.70000  0.000467846
      1.53000      1.70000  0.000541182
      1.55500      1.70000  0.000634643
      1.58000      1.70000  0.000748755
      1.60500      1.70000  0.000880067
      1.63000      1.70000   0.00103577
      1.65500      1.70000   0.00120483
      1.68000      1.70000   0.00139843
      1.70500      1.70000   0.00160405
      1.73000      1.70000   0.00181699
      1.75500      1.70000   0.00204042
      1.78000      1.70000   0.00227442
      1.80500      1.70000   0.00249986
      1.83000      1.70000   0.00273944
      1.85500      1.70000   0.00297341
      1.88000      1.70000   0.00320523
      1.90500      1.70000   0.00344314
